País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;Entregado        ;En aduana            ;Si            ;No  ;Si         ;No            ;No         ;No ;15/02/2022    ;16/02/2022   ;                ;                         ;                                     ;                               ;0,35
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;198,62          ;18651,86                 ;-18527,2                             ;14,06                          ;14,28
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;17/02/2022   ;172,43          ;64,03                    ;                                     ;                               ;0,16
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;16/02/2022    ;17/02/2022   ;                ;                         ;                                     ;                               ;0,43
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;1/03/2022    ;61,65           ;1569,85                  ;                                     ;                               ;1,13
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;17/02/2022   ;53,2            ;87,68                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;198,84          ;59,55                    ;                                     ;                               ;0,18
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;300,61          ;20,06                    ;29,81                                ;1,05                           ;1,29
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;194,99          ;68,12                    ;                                     ;                               ;0,18
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;218,09          ;61,47                    ;29,85                                ;6,09                           ;6,3
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;16/02/2022    ;16/02/2022   ;204,9           ;55,48                    ;                                     ;                               ;0,18
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;210,26          ;46,11                    ;51,9                                 ;6,09                           ;6,3
Colombia;En Tránsito      ;Retenido             ;No            ;Si  ;Si         ;No            ;No         ;No ;16/02/2022    ;16/02/2022   ;212,51          ;62,92                    ;33,95                                ;19,06                          ;19,27
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;116,6           ;19,11                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;195,7           ;49,15                    ;64,55                                ;1,07                           ;1,28
Colombia;Entregado        ;En aduana            ;Si            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;17/02/2022   ;114,4           ;16,12                    ;                                     ;                               ;0,09
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;142,26          ;20,75                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En reparto           ;Si            ;Si  ;Si         ;Si            ;No         ;No ;16/02/2022    ;16/02/2022   ;188,08          ;62,78                    ;52,76                                ;2,06                           ;2,27
